"region","category","language","type","count"
"Vancouver","Non-Official & Non-Aboriginal languages","Pashto","most_at_home",660
"Vancouver","Non-Official & Non-Aboriginal languages","Pashto","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_home",18305
"Montréal","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_work",570
"Toronto","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_home",67315
"Toronto","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_work",2350
"Calgary","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_home",6480
"Calgary","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_work",120
"Edmonton","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_home",3220
"Edmonton","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_work",55
"Vancouver","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_home",27355
"Vancouver","Non-Official & Non-Aboriginal languages","Persian (Farsi)","most_at_work",1045
"Montréal","Aboriginal languages","Plains Cree","most_at_home",0
"Montréal","Aboriginal languages","Plains Cree","most_at_work",0
"Toronto","Aboriginal languages","Plains Cree","most_at_home",0
"Toronto","Aboriginal languages","Plains Cree","most_at_work",0
"Calgary","Aboriginal languages","Plains Cree","most_at_home",10
"Calgary","Aboriginal languages","Plains Cree","most_at_work",0
"Edmonton","Aboriginal languages","Plains Cree","most_at_home",55
"Edmonton","Aboriginal languages","Plains Cree","most_at_work",0
"Vancouver","Aboriginal languages","Plains Cree","most_at_home",0
"Vancouver","Aboriginal languages","Plains Cree","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Polish","most_at_home",5400
"Montréal","Non-Official & Non-Aboriginal languages","Polish","most_at_work",160
"Toronto","Non-Official & Non-Aboriginal languages","Polish","most_at_home",33320
"Toronto","Non-Official & Non-Aboriginal languages","Polish","most_at_work",1490
"Calgary","Non-Official & Non-Aboriginal languages","Polish","most_at_home",3275
"Calgary","Non-Official & Non-Aboriginal languages","Polish","most_at_work",100
"Edmonton","Non-Official & Non-Aboriginal languages","Polish","most_at_home",3805
"Edmonton","Non-Official & Non-Aboriginal languages","Polish","most_at_work",120
"Vancouver","Non-Official & Non-Aboriginal languages","Polish","most_at_home",4485
"Vancouver","Non-Official & Non-Aboriginal languages","Polish","most_at_work",95
"Montréal","Non-Official & Non-Aboriginal languages","Portuguese","most_at_home",14570
"Montréal","Non-Official & Non-Aboriginal languages","Portuguese","most_at_work",515
"Toronto","Non-Official & Non-Aboriginal languages","Portuguese","most_at_home",50210
"Toronto","Non-Official & Non-Aboriginal languages","Portuguese","most_at_work",5065
"Calgary","Non-Official & Non-Aboriginal languages","Portuguese","most_at_home",1770
"Calgary","Non-Official & Non-Aboriginal languages","Portuguese","most_at_work",95
"Edmonton","Non-Official & Non-Aboriginal languages","Portuguese","most_at_home",1915
"Edmonton","Non-Official & Non-Aboriginal languages","Portuguese","most_at_work",45
"Vancouver","Non-Official & Non-Aboriginal languages","Portuguese","most_at_home",5115
"Vancouver","Non-Official & Non-Aboriginal languages","Portuguese","most_at_work",495
"Montréal","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_home",8775
"Montréal","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_work",415
"Toronto","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_home",116045
"Toronto","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_work",5635
"Calgary","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_home",29100
"Calgary","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_work",1455
"Edmonton","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_home",20650
"Edmonton","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_work",975
"Vancouver","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_home",104855
"Vancouver","Non-Official & Non-Aboriginal languages","Punjabi (Panjabi)","most_at_work",13125
"Montréal","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_home",455
"Montréal","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_work",70
"Toronto","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_home",0
"Toronto","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_home",0
"Calgary","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_home",0
"Edmonton","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_home",0
"Vancouver","Non-Official & Non-Aboriginal languages","Quebec Sign Language","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Romanian","most_at_home",22945
"Montréal","Non-Official & Non-Aboriginal languages","Romanian","most_at_work",310
"Toronto","Non-Official & Non-Aboriginal languages","Romanian","most_at_home",12200
"Toronto","Non-Official & Non-Aboriginal languages","Romanian","most_at_work",245
"Calgary","Non-Official & Non-Aboriginal languages","Romanian","most_at_home",2475
"Calgary","Non-Official & Non-Aboriginal languages","Romanian","most_at_work",55
"Edmonton","Non-Official & Non-Aboriginal languages","Romanian","most_at_home",1360
"Edmonton","Non-Official & Non-Aboriginal languages","Romanian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Romanian","most_at_home",3215
"Vancouver","Non-Official & Non-Aboriginal languages","Romanian","most_at_work",65
"Montréal","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_home",470
"Montréal","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_home",125
"Toronto","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_home",65
"Calgary","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_home",195
"Edmonton","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_home",55
"Vancouver","Non-Official & Non-Aboriginal languages","Rundi (Kirundi)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Russian","most_at_home",19395
"Montréal","Non-Official & Non-Aboriginal languages","Russian","most_at_work",690
"Toronto","Non-Official & Non-Aboriginal languages","Russian","most_at_home",53670
"Toronto","Non-Official & Non-Aboriginal languages","Russian","most_at_work",2515
"Calgary","Non-Official & Non-Aboriginal languages","Russian","most_at_home",5785
"Calgary","Non-Official & Non-Aboriginal languages","Russian","most_at_work",160
"Edmonton","Non-Official & Non-Aboriginal languages","Russian","most_at_home",3260
"Edmonton","Non-Official & Non-Aboriginal languages","Russian","most_at_work",75
"Vancouver","Non-Official & Non-Aboriginal languages","Russian","most_at_home",10795
"Vancouver","Non-Official & Non-Aboriginal languages","Russian","most_at_work",435
"Montréal","Aboriginal languages","Salish languages, n.i.e.","most_at_home",5
"Montréal","Aboriginal languages","Salish languages, n.i.e.","most_at_work",0
"Toronto","Aboriginal languages","Salish languages, n.i.e.","most_at_home",0
"Toronto","Aboriginal languages","Salish languages, n.i.e.","most_at_work",0
"Calgary","Aboriginal languages","Salish languages, n.i.e.","most_at_home",0
"Calgary","Aboriginal languages","Salish languages, n.i.e.","most_at_work",0
"Edmonton","Aboriginal languages","Salish languages, n.i.e.","most_at_home",0
"Edmonton","Aboriginal languages","Salish languages, n.i.e.","most_at_work",0
"Vancouver","Aboriginal languages","Salish languages, n.i.e.","most_at_home",0
"Vancouver","Aboriginal languages","Salish languages, n.i.e.","most_at_work",0
"Montréal","Aboriginal languages","Sarsi (Sarcee)","most_at_home",0
"Montréal","Aboriginal languages","Sarsi (Sarcee)","most_at_work",0
"Toronto","Aboriginal languages","Sarsi (Sarcee)","most_at_home",5
"Toronto","Aboriginal languages","Sarsi (Sarcee)","most_at_work",0
"Calgary","Aboriginal languages","Sarsi (Sarcee)","most_at_home",10
"Calgary","Aboriginal languages","Sarsi (Sarcee)","most_at_work",10
"Edmonton","Aboriginal languages","Sarsi (Sarcee)","most_at_home",0
"Edmonton","Aboriginal languages","Sarsi (Sarcee)","most_at_work",0
"Vancouver","Aboriginal languages","Sarsi (Sarcee)","most_at_home",0
"Vancouver","Aboriginal languages","Sarsi (Sarcee)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_home",5
"Montréal","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_home",25
"Toronto","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_home",5
"Calgary","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_home",5
"Edmonton","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_home",15
"Vancouver","Non-Official & Non-Aboriginal languages","Scottish Gaelic","most_at_work",0
"Montréal","Aboriginal languages","Sekani","most_at_home",0
"Montréal","Aboriginal languages","Sekani","most_at_work",0
"Toronto","Aboriginal languages","Sekani","most_at_home",0
"Toronto","Aboriginal languages","Sekani","most_at_work",0
"Calgary","Aboriginal languages","Sekani","most_at_home",0
"Calgary","Aboriginal languages","Sekani","most_at_work",0
"Edmonton","Aboriginal languages","Sekani","most_at_home",0
"Edmonton","Aboriginal languages","Sekani","most_at_work",0
"Vancouver","Aboriginal languages","Sekani","most_at_home",0
"Vancouver","Aboriginal languages","Sekani","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_home",40
"Montréal","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_home",475
"Toronto","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_home",150
"Calgary","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_home",55
"Edmonton","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_work",50
"Vancouver","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_home",85
"Vancouver","Non-Official & Non-Aboriginal languages","Semitic languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Serbian","most_at_home",1065
"Montréal","Non-Official & Non-Aboriginal languages","Serbian","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Serbian","most_at_home",12200
"Toronto","Non-Official & Non-Aboriginal languages","Serbian","most_at_work",165
"Calgary","Non-Official & Non-Aboriginal languages","Serbian","most_at_home",945
"Calgary","Non-Official & Non-Aboriginal languages","Serbian","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Serbian","most_at_home",1005
"Edmonton","Non-Official & Non-Aboriginal languages","Serbian","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Serbian","most_at_home",3470
"Vancouver","Non-Official & Non-Aboriginal languages","Serbian","most_at_work",85
"Montréal","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_home",270
"Montréal","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_home",935
"Toronto","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_work",20
"Calgary","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_home",180
"Calgary","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_home",120
"Edmonton","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_home",435
"Vancouver","Non-Official & Non-Aboriginal languages","Serbo-Croatian","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Shona","most_at_home",20
"Montréal","Non-Official & Non-Aboriginal languages","Shona","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Shona","most_at_home",235
"Toronto","Non-Official & Non-Aboriginal languages","Shona","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Shona","most_at_home",95
"Calgary","Non-Official & Non-Aboriginal languages","Shona","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Shona","most_at_home",215
"Edmonton","Non-Official & Non-Aboriginal languages","Shona","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Shona","most_at_home",40
"Vancouver","Non-Official & Non-Aboriginal languages","Shona","most_at_work",0
"Montréal","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_home",0
"Montréal","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_work",0
"Toronto","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_home",0
"Toronto","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_work",0
"Calgary","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_home",0
"Calgary","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_work",0
"Edmonton","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_home",0
"Edmonton","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_work",0
"Vancouver","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_home",5
"Vancouver","Aboriginal languages","Shuswap (Secwepemctsin)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_home",525
"Montréal","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_work",40
"Toronto","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_home",1190
"Toronto","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_work",110
"Calgary","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_home",250
"Calgary","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_work",35
"Edmonton","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_home",285
"Edmonton","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_work",45
"Vancouver","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_home",530
"Vancouver","Non-Official & Non-Aboriginal languages","Sign languages, n.i.e","most_at_work",35
"Montréal","Non-Official & Non-Aboriginal languages","Sindhi","most_at_home",135
"Montréal","Non-Official & Non-Aboriginal languages","Sindhi","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Sindhi","most_at_home",2490
"Toronto","Non-Official & Non-Aboriginal languages","Sindhi","most_at_work",25
"Calgary","Non-Official & Non-Aboriginal languages","Sindhi","most_at_home",745
"Calgary","Non-Official & Non-Aboriginal languages","Sindhi","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Sindhi","most_at_home",460
"Edmonton","Non-Official & Non-Aboriginal languages","Sindhi","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Sindhi","most_at_home",595
"Vancouver","Non-Official & Non-Aboriginal languages","Sindhi","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_home",350
"Montréal","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_home",3580
"Toronto","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_work",25
"Calgary","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_home",485
"Calgary","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_home",780
"Edmonton","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_home",595
"Vancouver","Non-Official & Non-Aboriginal languages","Sinhala (Sinhalese)","most_at_work",0
"Montréal","Aboriginal languages","Siouan languages, n.i.e.","most_at_home",0
"Montréal","Aboriginal languages","Siouan languages, n.i.e.","most_at_work",0
"Toronto","Aboriginal languages","Siouan languages, n.i.e.","most_at_home",0
"Toronto","Aboriginal languages","Siouan languages, n.i.e.","most_at_work",0
"Calgary","Aboriginal languages","Siouan languages, n.i.e.","most_at_home",0
"Calgary","Aboriginal languages","Siouan languages, n.i.e.","most_at_work",0
"Edmonton","Aboriginal languages","Siouan languages, n.i.e.","most_at_home",0
"Edmonton","Aboriginal languages","Siouan languages, n.i.e.","most_at_work",0
"Vancouver","Aboriginal languages","Siouan languages, n.i.e.","most_at_home",0
"Vancouver","Aboriginal languages","Siouan languages, n.i.e.","most_at_work",0
"Montréal","Aboriginal languages","Slavey, n.o.s.","most_at_home",0
"Montréal","Aboriginal languages","Slavey, n.o.s.","most_at_work",0
"Toronto","Aboriginal languages","Slavey, n.o.s.","most_at_home",0
"Toronto","Aboriginal languages","Slavey, n.o.s.","most_at_work",0
"Calgary","Aboriginal languages","Slavey, n.o.s.","most_at_home",0
"Calgary","Aboriginal languages","Slavey, n.o.s.","most_at_work",0
"Edmonton","Aboriginal languages","Slavey, n.o.s.","most_at_home",0
"Edmonton","Aboriginal languages","Slavey, n.o.s.","most_at_work",0
"Vancouver","Aboriginal languages","Slavey, n.o.s.","most_at_home",0
"Vancouver","Aboriginal languages","Slavey, n.o.s.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_home",30
"Montréal","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_home",130
"Toronto","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_home",15
"Calgary","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_home",25
"Edmonton","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_home",30
"Vancouver","Non-Official & Non-Aboriginal languages","Slavic languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Slovak","most_at_home",215
"Montréal","Non-Official & Non-Aboriginal languages","Slovak","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Slovak","most_at_home",2290
"Toronto","Non-Official & Non-Aboriginal languages","Slovak","most_at_work",50
"Calgary","Non-Official & Non-Aboriginal languages","Slovak","most_at_home",465
"Calgary","Non-Official & Non-Aboriginal languages","Slovak","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Slovak","most_at_home",170
"Edmonton","Non-Official & Non-Aboriginal languages","Slovak","most_at_work",15
"Vancouver","Non-Official & Non-Aboriginal languages","Slovak","most_at_home",780
"Vancouver","Non-Official & Non-Aboriginal languages","Slovak","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_home",220
"Montréal","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_home",890
"Toronto","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_home",40
"Calgary","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_home",65
"Edmonton","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_home",60
"Vancouver","Non-Official & Non-Aboriginal languages","Slovene (Slovenian)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Somali","most_at_home",350
"Montréal","Non-Official & Non-Aboriginal languages","Somali","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Somali","most_at_home",7765
"Toronto","Non-Official & Non-Aboriginal languages","Somali","most_at_work",85
"Calgary","Non-Official & Non-Aboriginal languages","Somali","most_at_home",890
"Calgary","Non-Official & Non-Aboriginal languages","Somali","most_at_work",10
"Edmonton","Non-Official & Non-Aboriginal languages","Somali","most_at_home",4740
"Edmonton","Non-Official & Non-Aboriginal languages","Somali","most_at_work",55
"Vancouver","Non-Official & Non-Aboriginal languages","Somali","most_at_home",610
"Vancouver","Non-Official & Non-Aboriginal languages","Somali","most_at_work",10
"Montréal","Aboriginal languages","South Slavey","most_at_home",0
"Montréal","Aboriginal languages","South Slavey","most_at_work",0
"Toronto","Aboriginal languages","South Slavey","most_at_home",0
"Toronto","Aboriginal languages","South Slavey","most_at_work",0
"Calgary","Aboriginal languages","South Slavey","most_at_home",0
"Calgary","Aboriginal languages","South Slavey","most_at_work",0
"Edmonton","Aboriginal languages","South Slavey","most_at_home",5
"Edmonton","Aboriginal languages","South Slavey","most_at_work",0
"Vancouver","Aboriginal languages","South Slavey","most_at_home",0
"Vancouver","Aboriginal languages","South Slavey","most_at_work",0
"Montréal","Aboriginal languages","Southern East Cree","most_at_home",5
"Montréal","Aboriginal languages","Southern East Cree","most_at_work",0
"Toronto","Aboriginal languages","Southern East Cree","most_at_home",0
"Toronto","Aboriginal languages","Southern East Cree","most_at_work",0
"Calgary","Aboriginal languages","Southern East Cree","most_at_home",0
"Calgary","Aboriginal languages","Southern East Cree","most_at_work",0
"Edmonton","Aboriginal languages","Southern East Cree","most_at_home",0
"Edmonton","Aboriginal languages","Southern East Cree","most_at_work",0
"Vancouver","Aboriginal languages","Southern East Cree","most_at_home",0
"Vancouver","Aboriginal languages","Southern East Cree","most_at_work",0
"Montréal","Aboriginal languages","Southern Tutchone","most_at_home",0
"Montréal","Aboriginal languages","Southern Tutchone","most_at_work",0
"Toronto","Aboriginal languages","Southern Tutchone","most_at_home",0
"Toronto","Aboriginal languages","Southern Tutchone","most_at_work",0
"Calgary","Aboriginal languages","Southern Tutchone","most_at_home",0
"Calgary","Aboriginal languages","Southern Tutchone","most_at_work",0
"Edmonton","Aboriginal languages","Southern Tutchone","most_at_home",0
"Edmonton","Aboriginal languages","Southern Tutchone","most_at_work",0
"Vancouver","Aboriginal languages","Southern Tutchone","most_at_home",0
"Vancouver","Aboriginal languages","Southern Tutchone","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",76680
"Montréal","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",2740
"Toronto","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",70370
"Toronto","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",3660
"Calgary","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",17540
"Calgary","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",725
"Edmonton","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",10880
"Edmonton","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",405
"Vancouver","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",18310
"Vancouver","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",1040
"Montréal","Aboriginal languages","Squamish","most_at_home",0
"Montréal","Aboriginal languages","Squamish","most_at_work",0
"Toronto","Aboriginal languages","Squamish","most_at_home",0
"Toronto","Aboriginal languages","Squamish","most_at_work",0
"Calgary","Aboriginal languages","Squamish","most_at_home",0
"Calgary","Aboriginal languages","Squamish","most_at_work",0
"Edmonton","Aboriginal languages","Squamish","most_at_home",0
"Edmonton","Aboriginal languages","Squamish","most_at_work",0
"Vancouver","Aboriginal languages","Squamish","most_at_home",5
"Vancouver","Aboriginal languages","Squamish","most_at_work",0
"Montréal","Aboriginal languages","Stoney","most_at_home",0
"Montréal","Aboriginal languages","Stoney","most_at_work",0
"Toronto","Aboriginal languages","Stoney","most_at_home",0
"Toronto","Aboriginal languages","Stoney","most_at_work",0
"Calgary","Aboriginal languages","Stoney","most_at_home",30
"Calgary","Aboriginal languages","Stoney","most_at_work",0
"Edmonton","Aboriginal languages","Stoney","most_at_home",25
"Edmonton","Aboriginal languages","Stoney","most_at_work",0
"Vancouver","Aboriginal languages","Stoney","most_at_home",0
"Vancouver","Aboriginal languages","Stoney","most_at_work",0
"Montréal","Aboriginal languages","Straits","most_at_home",0
"Montréal","Aboriginal languages","Straits","most_at_work",0
"Toronto","Aboriginal languages","Straits","most_at_home",0
"Toronto","Aboriginal languages","Straits","most_at_work",0
"Calgary","Aboriginal languages","Straits","most_at_home",0
"Calgary","Aboriginal languages","Straits","most_at_work",0
"Edmonton","Aboriginal languages","Straits","most_at_home",0
"Edmonton","Aboriginal languages","Straits","most_at_work",0
"Vancouver","Aboriginal languages","Straits","most_at_home",0
"Vancouver","Aboriginal languages","Straits","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",385
"Montréal","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",15
"Toronto","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",1230
"Toronto","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",350
"Calgary","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",20
"Edmonton","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",585
"Edmonton","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",155
"Vancouver","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",0
"Montréal","Aboriginal languages","Swampy Cree","most_at_home",0
"Montréal","Aboriginal languages","Swampy Cree","most_at_work",0
"Toronto","Aboriginal languages","Swampy Cree","most_at_home",5
"Toronto","Aboriginal languages","Swampy Cree","most_at_work",0
"Calgary","Aboriginal languages","Swampy Cree","most_at_home",0
"Calgary","Aboriginal languages","Swampy Cree","most_at_work",0
"Edmonton","Aboriginal languages","Swampy Cree","most_at_home",0
"Edmonton","Aboriginal languages","Swampy Cree","most_at_work",0
"Vancouver","Aboriginal languages","Swampy Cree","most_at_home",0
"Vancouver","Aboriginal languages","Swampy Cree","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",80
"Montréal","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",15
"Toronto","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",220
"Toronto","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",25
"Calgary","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",50
"Calgary","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",65
"Edmonton","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",220
