"","region","category","language","type","count"
"335","Vancouver","Non-Official & Non-Aboriginal languages","Belarusan","most_at_work",0
"336","Vancouver","Non-Official & Non-Aboriginal languages","Belarusan","lang_known",205
"337","Toronto","Non-Official & Non-Aboriginal languages","Bengali","mother_tongue",38320
"338","Toronto","Non-Official & Non-Aboriginal languages","Bengali","most_at_home",24610
"339","Toronto","Non-Official & Non-Aboriginal languages","Bengali","most_at_work",295
"340","Toronto","Non-Official & Non-Aboriginal languages","Bengali","lang_known",48410
"341","Calgary","Non-Official & Non-Aboriginal languages","Bengali","mother_tongue",4140
"342","Calgary","Non-Official & Non-Aboriginal languages","Bengali","most_at_home",2750
"343","Calgary","Non-Official & Non-Aboriginal languages","Bengali","most_at_work",15
"344","Calgary","Non-Official & Non-Aboriginal languages","Bengali","lang_known",5050
"345","Edmonton","Non-Official & Non-Aboriginal languages","Bengali","mother_tongue",2335
"346","Edmonton","Non-Official & Non-Aboriginal languages","Bengali","most_at_home",1460
"347","Edmonton","Non-Official & Non-Aboriginal languages","Bengali","most_at_work",15
"348","Edmonton","Non-Official & Non-Aboriginal languages","Bengali","lang_known",2815
"349","Vancouver","Non-Official & Non-Aboriginal languages","Bengali","mother_tongue",2680
"350","Vancouver","Non-Official & Non-Aboriginal languages","Bengali","most_at_home",1570
"351","Vancouver","Non-Official & Non-Aboriginal languages","Bengali","most_at_work",15
"352","Vancouver","Non-Official & Non-Aboriginal languages","Bengali","lang_known",3145
"353","Toronto","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","mother_tongue",115
"354","Toronto","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_home",30
"355","Toronto","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_work",0
"356","Toronto","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","lang_known",175
"357","Calgary","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","mother_tongue",80
"358","Calgary","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_home",35
"359","Calgary","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_work",0
"360","Calgary","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","lang_known",90
"361","Edmonton","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","mother_tongue",55
"362","Edmonton","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_home",45
"363","Edmonton","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_work",0
"364","Edmonton","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","lang_known",120
"365","Vancouver","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","mother_tongue",60
"366","Vancouver","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_home",20
"367","Vancouver","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","most_at_work",0
"368","Vancouver","Non-Official & Non-Aboriginal languages","Berber languages, n.i.e.","lang_known",65
"369","Toronto","Non-Official & Non-Aboriginal languages","Bikol","mother_tongue",470
"370","Toronto","Non-Official & Non-Aboriginal languages","Bikol","most_at_home",85
"371","Toronto","Non-Official & Non-Aboriginal languages","Bikol","most_at_work",0
"372","Toronto","Non-Official & Non-Aboriginal languages","Bikol","lang_known",580
"373","Calgary","Non-Official & Non-Aboriginal languages","Bikol","mother_tongue",205
"374","Calgary","Non-Official & Non-Aboriginal languages","Bikol","most_at_home",45
"375","Calgary","Non-Official & Non-Aboriginal languages","Bikol","most_at_work",0
"376","Calgary","Non-Official & Non-Aboriginal languages","Bikol","lang_known",165
"377","Edmonton","Non-Official & Non-Aboriginal languages","Bikol","mother_tongue",110
"378","Edmonton","Non-Official & Non-Aboriginal languages","Bikol","most_at_home",15
"379","Edmonton","Non-Official & Non-Aboriginal languages","Bikol","most_at_work",0
"380","Edmonton","Non-Official & Non-Aboriginal languages","Bikol","lang_known",75
"381","Vancouver","Non-Official & Non-Aboriginal languages","Bikol","mother_tongue",310
"382","Vancouver","Non-Official & Non-Aboriginal languages","Bikol","most_at_home",65
"383","Vancouver","Non-Official & Non-Aboriginal languages","Bikol","most_at_work",0
"384","Vancouver","Non-Official & Non-Aboriginal languages","Bikol","lang_known",490
"385","Toronto","Non-Official & Non-Aboriginal languages","Bilen","mother_tongue",80
"386","Toronto","Non-Official & Non-Aboriginal languages","Bilen","most_at_home",45
"387","Toronto","Non-Official & Non-Aboriginal languages","Bilen","most_at_work",0
"388","Toronto","Non-Official & Non-Aboriginal languages","Bilen","lang_known",80
"389","Calgary","Non-Official & Non-Aboriginal languages","Bilen","mother_tongue",50
"390","Calgary","Non-Official & Non-Aboriginal languages","Bilen","most_at_home",45
"391","Calgary","Non-Official & Non-Aboriginal languages","Bilen","most_at_work",0
"392","Calgary","Non-Official & Non-Aboriginal languages","Bilen","lang_known",65
"393","Edmonton","Non-Official & Non-Aboriginal languages","Bilen","mother_tongue",245
"394","Edmonton","Non-Official & Non-Aboriginal languages","Bilen","most_at_home",210
"395","Edmonton","Non-Official & Non-Aboriginal languages","Bilen","most_at_work",0
"396","Edmonton","Non-Official & Non-Aboriginal languages","Bilen","lang_known",240
"397","Vancouver","Non-Official & Non-Aboriginal languages","Bilen","mother_tongue",5
"398","Vancouver","Non-Official & Non-Aboriginal languages","Bilen","most_at_home",5
"399","Vancouver","Non-Official & Non-Aboriginal languages","Bilen","most_at_work",0
"400","Vancouver","Non-Official & Non-Aboriginal languages","Bilen","lang_known",15
"401","Toronto","Aboriginal languages","Blackfoot","mother_tongue",5
"402","Toronto","Aboriginal languages","Blackfoot","most_at_home",0
"403","Toronto","Aboriginal languages","Blackfoot","most_at_work",0
"404","Toronto","Aboriginal languages","Blackfoot","lang_known",10
"405","Calgary","Aboriginal languages","Blackfoot","mother_tongue",235
"406","Calgary","Aboriginal languages","Blackfoot","most_at_home",60
"407","Calgary","Aboriginal languages","Blackfoot","most_at_work",0
"408","Calgary","Aboriginal languages","Blackfoot","lang_known",350
"409","Edmonton","Aboriginal languages","Blackfoot","mother_tongue",35
"410","Edmonton","Aboriginal languages","Blackfoot","most_at_home",10
"411","Edmonton","Aboriginal languages","Blackfoot","most_at_work",0
"412","Edmonton","Aboriginal languages","Blackfoot","lang_known",40
"413","Vancouver","Aboriginal languages","Blackfoot","mother_tongue",25
"414","Vancouver","Aboriginal languages","Blackfoot","most_at_home",0
"415","Vancouver","Aboriginal languages","Blackfoot","most_at_work",0
"416","Vancouver","Aboriginal languages","Blackfoot","lang_known",15
"417","Toronto","Non-Official & Non-Aboriginal languages","Bosnian","mother_tongue",2750
"418","Toronto","Non-Official & Non-Aboriginal languages","Bosnian","most_at_home",1330
"419","Toronto","Non-Official & Non-Aboriginal languages","Bosnian","most_at_work",45
"420","Toronto","Non-Official & Non-Aboriginal languages","Bosnian","lang_known",4360
"421","Calgary","Non-Official & Non-Aboriginal languages","Bosnian","mother_tongue",845
"422","Calgary","Non-Official & Non-Aboriginal languages","Bosnian","most_at_home",395
"423","Calgary","Non-Official & Non-Aboriginal languages","Bosnian","most_at_work",15
"424","Calgary","Non-Official & Non-Aboriginal languages","Bosnian","lang_known",1330
"425","Edmonton","Non-Official & Non-Aboriginal languages","Bosnian","mother_tongue",715
"426","Edmonton","Non-Official & Non-Aboriginal languages","Bosnian","most_at_home",305
"427","Edmonton","Non-Official & Non-Aboriginal languages","Bosnian","most_at_work",10
"428","Edmonton","Non-Official & Non-Aboriginal languages","Bosnian","lang_known",1140
"429","Vancouver","Non-Official & Non-Aboriginal languages","Bosnian","mother_tongue",1155
"430","Vancouver","Non-Official & Non-Aboriginal languages","Bosnian","most_at_home",545
"431","Vancouver","Non-Official & Non-Aboriginal languages","Bosnian","most_at_work",0
"432","Vancouver","Non-Official & Non-Aboriginal languages","Bosnian","lang_known",1775
"433","Toronto","Non-Official & Non-Aboriginal languages","Bulgarian","mother_tongue",6950
"434","Toronto","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_home",3860
"435","Toronto","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_work",110
"436","Toronto","Non-Official & Non-Aboriginal languages","Bulgarian","lang_known",8055
"437","Calgary","Non-Official & Non-Aboriginal languages","Bulgarian","mother_tongue",945
"438","Calgary","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_home",480
"439","Calgary","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_work",0
"440","Calgary","Non-Official & Non-Aboriginal languages","Bulgarian","lang_known",1100
"441","Edmonton","Non-Official & Non-Aboriginal languages","Bulgarian","mother_tongue",480
"442","Edmonton","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_home",290
"443","Edmonton","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_work",0
"444","Edmonton","Non-Official & Non-Aboriginal languages","Bulgarian","lang_known",545
"445","Vancouver","Non-Official & Non-Aboriginal languages","Bulgarian","mother_tongue",1720
"446","Vancouver","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_home",925
"447","Vancouver","Non-Official & Non-Aboriginal languages","Bulgarian","most_at_work",10
"448","Vancouver","Non-Official & Non-Aboriginal languages","Bulgarian","lang_known",1975
"449","Toronto","Non-Official & Non-Aboriginal languages","Burmese","mother_tongue",1005
"450","Toronto","Non-Official & Non-Aboriginal languages","Burmese","most_at_home",570
"451","Toronto","Non-Official & Non-Aboriginal languages","Burmese","most_at_work",10
"452","Toronto","Non-Official & Non-Aboriginal languages","Burmese","lang_known",1325
"453","Calgary","Non-Official & Non-Aboriginal languages","Burmese","mother_tongue",270
"454","Calgary","Non-Official & Non-Aboriginal languages","Burmese","most_at_home",175
"455","Calgary","Non-Official & Non-Aboriginal languages","Burmese","most_at_work",15
"456","Calgary","Non-Official & Non-Aboriginal languages","Burmese","lang_known",340
"457","Edmonton","Non-Official & Non-Aboriginal languages","Burmese","mother_tongue",145
"458","Edmonton","Non-Official & Non-Aboriginal languages","Burmese","most_at_home",100
"459","Edmonton","Non-Official & Non-Aboriginal languages","Burmese","most_at_work",0
"460","Edmonton","Non-Official & Non-Aboriginal languages","Burmese","lang_known",240
"461","Vancouver","Non-Official & Non-Aboriginal languages","Burmese","mother_tongue",1040
"462","Vancouver","Non-Official & Non-Aboriginal languages","Burmese","most_at_home",690
"463","Vancouver","Non-Official & Non-Aboriginal languages","Burmese","most_at_work",20
"464","Vancouver","Non-Official & Non-Aboriginal languages","Burmese","lang_known",1385
"465","Toronto","Non-Official & Non-Aboriginal languages","Cantonese","mother_tongue",247710
"466","Toronto","Non-Official & Non-Aboriginal languages","Cantonese","most_at_home",182750
"467","Toronto","Non-Official & Non-Aboriginal languages","Cantonese","most_at_work",25340
"468","Toronto","Non-Official & Non-Aboriginal languages","Cantonese","lang_known",306700
"469","Calgary","Non-Official & Non-Aboriginal languages","Cantonese","mother_tongue",34235
"470","Calgary","Non-Official & Non-Aboriginal languages","Cantonese","most_at_home",22245
"471","Calgary","Non-Official & Non-Aboriginal languages","Cantonese","most_at_work",2845
"472","Calgary","Non-Official & Non-Aboriginal languages","Cantonese","lang_known",43110
"473","Edmonton","Non-Official & Non-Aboriginal languages","Cantonese","mother_tongue",22670
"474","Edmonton","Non-Official & Non-Aboriginal languages","Cantonese","most_at_home",14695
"475","Edmonton","Non-Official & Non-Aboriginal languages","Cantonese","most_at_work",1475
"476","Edmonton","Non-Official & Non-Aboriginal languages","Cantonese","lang_known",28750
"477","Vancouver","Non-Official & Non-Aboriginal languages","Cantonese","mother_tongue",184365
"478","Vancouver","Non-Official & Non-Aboriginal languages","Cantonese","most_at_home",132185
"479","Vancouver","Non-Official & Non-Aboriginal languages","Cantonese","most_at_work",22890
"480","Vancouver","Non-Official & Non-Aboriginal languages","Cantonese","lang_known",223700
"481","Toronto","Aboriginal languages","Carrier","mother_tongue",5
"482","Toronto","Aboriginal languages","Carrier","most_at_home",0
"483","Toronto","Aboriginal languages","Carrier","most_at_work",0
"484","Toronto","Aboriginal languages","Carrier","lang_known",0
"485","Calgary","Aboriginal languages","Carrier","mother_tongue",0
"486","Calgary","Aboriginal languages","Carrier","most_at_home",0
"487","Calgary","Aboriginal languages","Carrier","most_at_work",0
"488","Calgary","Aboriginal languages","Carrier","lang_known",0
"489","Edmonton","Aboriginal languages","Carrier","mother_tongue",5
"490","Edmonton","Aboriginal languages","Carrier","most_at_home",5
"491","Edmonton","Aboriginal languages","Carrier","most_at_work",0
"492","Edmonton","Aboriginal languages","Carrier","lang_known",30
"493","Vancouver","Aboriginal languages","Carrier","mother_tongue",35
"494","Vancouver","Aboriginal languages","Carrier","most_at_home",5
"495","Vancouver","Aboriginal languages","Carrier","most_at_work",0
"496","Vancouver","Aboriginal languages","Carrier","lang_known",45
"497","Toronto","Non-Official & Non-Aboriginal languages","Catalan","mother_tongue",165
"498","Toronto","Non-Official & Non-Aboriginal languages","Catalan","most_at_home",80
"499","Toronto","Non-Official & Non-Aboriginal languages","Catalan","most_at_work",10
"500","Toronto","Non-Official & Non-Aboriginal languages","Catalan","lang_known",320
"501","Calgary","Non-Official & Non-Aboriginal languages","Catalan","mother_tongue",45
"502","Calgary","Non-Official & Non-Aboriginal languages","Catalan","most_at_home",20
"503","Calgary","Non-Official & Non-Aboriginal languages","Catalan","most_at_work",0
"504","Calgary","Non-Official & Non-Aboriginal languages","Catalan","lang_known",85
"505","Edmonton","Non-Official & Non-Aboriginal languages","Catalan","mother_tongue",25
"506","Edmonton","Non-Official & Non-Aboriginal languages","Catalan","most_at_home",10
"507","Edmonton","Non-Official & Non-Aboriginal languages","Catalan","most_at_work",0
"508","Edmonton","Non-Official & Non-Aboriginal languages","Catalan","lang_known",75
"509","Vancouver","Non-Official & Non-Aboriginal languages","Catalan","mother_tongue",125
"510","Vancouver","Non-Official & Non-Aboriginal languages","Catalan","most_at_home",60
"511","Vancouver","Non-Official & Non-Aboriginal languages","Catalan","most_at_work",0
"512","Vancouver","Non-Official & Non-Aboriginal languages","Catalan","lang_known",245
