id,neighbourhood,room_type,accommodates,bathrooms,bedrooms,beds,price
462,Downtown Eastside,Entire home/apt,2,1.5 baths,1,1,160
463,Kitsilano,Private room,2,1 shared bath,1,1,79
464,Mount Pleasant,Entire home/apt,4,1.5 baths,2,2,295
465,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,240
466,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,3,3,255
467,Riley Park,Entire home/apt,5,1 bath,3,3,134
468,Downtown,Private room,2,1 private bath,1,1,55
469,Downtown,Private room,2,1 shared bath,1,1,60
470,Downtown Eastside,Entire home/apt,3,1 bath,2,2,139
471,Downtown,Entire home/apt,4,2 baths,2,2,325
472,Downtown,Entire home/apt,4,2 baths,2,2,250
473,Fairview,Entire home/apt,2,1 bath,2,2,120
474,Downtown Eastside,Private room,2,1 shared bath,1,1,108
475,Riley Park,Entire home/apt,6,1.5 baths,2,2,325
476,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,115
477,Dunbar Southlands,Private room,3,1 private bath,1,1,155
478,Kerrisdale,Entire home/apt,2,1.5 baths,1,2,93
479,Mount Pleasant,Entire home/apt,2,1 bath,1,1,179
480,Sunset,Entire home/apt,8,2 baths,4,5,199
481,West End,Private room,2,1 private bath,1,1,84
482,Sunset,Entire home/apt,8,1.5 baths,4,4,275
483,Arbutus Ridge,Private room,2,1 private bath,1,1,50
484,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,1,120
485,Kitsilano,Entire home/apt,2,1 bath,1,1,125.71
486,Kitsilano,Private room,2,1 private bath,1,1,78
487,Victoria-Fraserview,Entire home/apt,2,1 bath,1,1,83
488,Downtown,Entire home/apt,4,1 bath,1,2,142.15
489,Kitsilano,Entire home/apt,5,1 bath,1,3,390
490,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,70
491,Downtown,Entire home/apt,3,1 bath,1,1,105
492,Kitsilano,Entire home/apt,6,1 bath,3,3,395
493,Downtown,Entire home/apt,4,2 baths,2,0,249
494,Downtown Eastside,Entire home/apt,6,1.5 baths,2,2,356
495,Sunset,Entire home/apt,16,4 baths,5,9,315
496,West End,Entire home/apt,2,1 bath,2,2,102
497,Kitsilano,Private room,2,1.5 shared baths,1,1,75
498,Strathcona,Entire home/apt,2,1 bath,1,2,195
499,Grandview-Woodland,Private room,2,1 private bath,1,1,87
500,Kitsilano,Entire home/apt,3,3 baths,3,4,199
501,Dunbar Southlands,Entire home/apt,3,1 bath,1,3,128
502,Hastings-Sunrise,Entire home/apt,3,1 bath,1,2,169
503,Downtown,Entire home/apt,6,2 baths,3,4,349
504,Kensington-Cedar Cottage,Entire home/apt,5,1 bath,2,2,150
505,Dunbar Southlands,Entire home/apt,6,3 baths,4,4,315
506,West End,Private room,2,1 bath,1,1,115
507,Kitsilano,Private room,2,1 shared bath,1,1,100
508,Grandview-Woodland,Entire home/apt,4,1 bath,1,4,135
509,West Point Grey,Entire home/apt,6,1 bath,2,3,200
510,Riley Park,Entire home/apt,9,2.5 baths,4,6,386
511,West Point Grey,Private room,3,1 private bath,1,1,84
512,Mount Pleasant,Entire home/apt,4,1 bath,1,2,87
513,Downtown,Entire home/apt,2,1 bath,1,1,69
514,West Point Grey,Private room,4,1 private bath,1,1,97
515,Downtown Eastside,Entire home/apt,2,1 bath,1,1,205
516,Grandview-Woodland,Entire home/apt,7,1 bath,3,4,225
517,Mount Pleasant,Entire home/apt,2,1 bath,1,0,150
518,Killarney,Entire home/apt,4,1 bath,1,3,78
519,Downtown,Private room,2,1 private bath,1,1,137
520,Riley Park,Private room,1,1 shared bath,1,1,34
521,Downtown Eastside,Entire home/apt,2,1 bath,1,1,200
522,Kensington-Cedar Cottage,Private room,2,1 bath,1,1,70
523,Mount Pleasant,Private room,2,1 shared bath,1,1,75
524,Strathcona,Entire home/apt,4,1 bath,1,1,89
525,Downtown,Entire home/apt,3,2 baths,1,1,150
526,Kitsilano,Entire home/apt,6,2.5 baths,3,0,635
527,Riley Park,Private room,1,1 shared bath,1,1,30
528,Kitsilano,Private room,4,1 private bath,1,1,99
529,Marpole,Private room,1,1 bath,1,1,33
530,Downtown Eastside,Entire home/apt,2,1 bath,1,1,144
531,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,3,140
532,West Point Grey,Private room,2,1 shared bath,1,1,85.71
533,Mount Pleasant,Entire home/apt,3,1 bath,1,1,80
534,Fairview,Entire home/apt,4,1 bath,1,1,395
535,Renfrew-Collingwood,Entire home/apt,3,1 bath,2,2,63
536,Riley Park,Entire home/apt,5,2.5 baths,3,4,320
537,Downtown,Entire home/apt,2,1 bath,1,1,75
538,Marpole,Private room,1,1 shared bath,1,0,33
539,Marpole,Private room,2,1 bath,1,1,44
540,Marpole,Private room,2,1 bath,1,1,45
541,Marpole,Private room,1,1 bath,1,1,40
542,Marpole,Entire home/apt,6,1 bath,2,3,148
543,Riley Park,Private room,2,1 private bath,1,1,55
544,Downtown,Entire home/apt,3,2 baths,2,2,160
545,Downtown,Entire home/apt,4,2 baths,2,2,264
546,Mount Pleasant,Entire home/apt,2,1 bath,1,0,110
547,Downtown Eastside,Entire home/apt,4,2 baths,1,3,160
548,Grandview-Woodland,Entire home/apt,4,1 bath,1,2,140
549,Kensington-Cedar Cottage,Private room,1,1.5 shared baths,1,1,38
550,Sunset,Entire home/apt,4,2.5 baths,2,2,250
551,Downtown,Entire home/apt,4,1 bath,2,2,145
552,Kensington-Cedar Cottage,Private room,2,1 private bath,1,1,79
553,Killarney,Entire home/apt,2,1 bath,1,1,72
554,West End,Entire home/apt,2,1 bath,1,1,70
555,Kensington-Cedar Cottage,Private room,2,1.5 shared baths,1,1,49
556,Downtown Eastside,Private room,4,1 shared bath,1,1,85
557,Downtown,Entire home/apt,4,2 baths,2,2,500
558,Riley Park,Entire home/apt,3,1.5 baths,2,3,150
559,Downtown,Entire home/apt,4,2 baths,2,2,295
560,Kitsilano,Entire home/apt,5,1 bath,3,3,225
561,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,2,2,134
562,Kensington-Cedar Cottage,Entire home/apt,2,1 bath,1,2,117
563,Downtown,Entire home/apt,3,1 bath,1,1,180
564,Downtown,Entire home/apt,4,1 bath,2,2,245
565,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,125
566,Fairview,Entire home/apt,4,1 bath,1,1,116
567,Downtown,Entire home/apt,2,1 bath,1,1,110
568,Downtown,Entire home/apt,2,1 bath,1,1,110
569,Downtown,Entire home/apt,4,1 bath,2,3,176
570,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,99
571,Mount Pleasant,Entire home/apt,4,1 bath,2,2,134
572,Riley Park,Entire home/apt,2,1 bath,1,1,65
573,Downtown,Entire home/apt,2,1 bath,1,1,98
574,Renfrew-Collingwood,Private room,2,2 shared baths,1,2,64.29
575,Kitsilano,Entire home/apt,2,1 bath,2,3,300
576,Kitsilano,Entire home/apt,11,3 baths,5,6,625
577,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,95
578,Kitsilano,Entire home/apt,2,1 bath,2,2,399
579,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,125
580,Sunset,Entire home/apt,5,1 bath,2,3,120
581,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,41
582,Kitsilano,Private room,2,1 private bath,1,1,79
583,Dunbar Southlands,Entire home/apt,5,3 baths,4,5,119
584,Kitsilano,Entire home/apt,4,2 baths,2,2,160
585,Riley Park,Private room,2,1 shared bath,1,0,55
586,Downtown Eastside,Private room,2,1 private bath,1,1,256
587,Mount Pleasant,Entire home/apt,4,1 bath,2,2,140
588,Renfrew-Collingwood,Private room,3,2 shared baths,1,2,64
589,South Cambie,Private room,1,2 shared baths,1,1,120
590,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,54
591,Renfrew-Collingwood,Private room,2,1.5 shared baths,1,1,76
592,Hastings-Sunrise,Private room,2,1.5 shared baths,1,1,93
593,Downtown Eastside,Entire home/apt,3,1 bath,1,0,90
594,Sunset,Entire home/apt,5,1 bath,3,3,105
595,Mount Pleasant,Entire home/apt,2,1 bath,1,1,180
596,Hastings-Sunrise,Private room,1,1 private bath,1,1,68
597,Downtown,Entire home/apt,3,1 bath,2,2,130
598,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,4,4,225
599,Mount Pleasant,Entire home/apt,6,3.5 baths,3,3,475
600,Victoria-Fraserview,Shared room,1,1.5 shared baths,1,2,27
601,Kitsilano,Entire home/apt,2,1 bath,1,1,139
602,Hastings-Sunrise,Entire home/apt,2,1 bath,1,2,50
603,Kitsilano,Entire home/apt,2,1.5 baths,1,1,251
604,Riley Park,Entire home/apt,6,2 baths,4,4,400
605,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,59
606,Marpole,Entire home/apt,3,1 bath,1,1,91
607,Renfrew-Collingwood,Entire home/apt,4,1 bath,1,2,85
608,West End,Entire home/apt,4,1 bath,1,2,143
609,Hastings-Sunrise,Entire home/apt,3,1 bath,1,1,145
610,Grandview-Woodland,Entire home/apt,6,1 bath,2,3,120
611,Mount Pleasant,Entire home/apt,5,1 bath,1,2,153
612,Downtown,Entire home/apt,4,1 bath,1,2,115
613,Downtown,Entire home/apt,2,1 bath,1,2,115
614,Marpole,Entire home/apt,6,2 baths,2,2,130
615,Marpole,Entire home/apt,6,2 baths,2,2,130
616,Strathcona,Entire home/apt,2,1 bath,1,1,110
617,Downtown,Private room,1,1 bath,1,1,70
618,Riley Park,Entire home/apt,4,1 bath,2,2,185
619,Kitsilano,Entire home/apt,4,2.5 baths,2,0,313
620,Kitsilano,Private room,1,3.5 shared baths,1,1,37
621,Downtown,Private room,2,1 shared bath,1,1,101
622,Riley Park,Entire home/apt,4,2 baths,2,2,106
623,Mount Pleasant,Entire home/apt,6,1 bath,2,2,79
624,Kitsilano,Entire home/apt,3,2 baths,1,1,195
625,Downtown Eastside,Entire home/apt,2,2 baths,1,0,120
626,Downtown,Entire home/apt,2,1 bath,1,1,215
627,Kitsilano,Entire home/apt,2,1 bath,1,1,115
628,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,95
629,South Cambie,Entire home/apt,4,1 bath,2,2,87
630,Kitsilano,Entire home/apt,2,1 bath,1,1,257
631,Downtown,Entire home/apt,3,1 bath,1,1,126
632,West End,Entire home/apt,6,2 baths,2,3,200
633,Marpole,Entire home/apt,4,1 bath,1,2,101
634,Fairview,Entire home/apt,2,1 bath,1,1,250
635,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,1,100
636,Grandview-Woodland,Entire home/apt,6,2 baths,1,2,103
637,Downtown,Entire home/apt,6,2 baths,3,3,378
638,Kitsilano,Entire home/apt,2,1 bath,1,1,250
639,Downtown,Entire home/apt,3,1 bath,1,2,132
640,Downtown,Entire home/apt,8,2 baths,3,5,310
641,Dunbar Southlands,Entire home/apt,10,2 baths,3,3,504
642,Downtown Eastside,Entire home/apt,3,1 bath,1,2,200
643,Downtown Eastside,Entire home/apt,4,1 bath,1,1,135
644,Downtown Eastside,Entire home/apt,2,1 bath,1,1,197
645,Downtown,Entire home/apt,2,1 bath,1,0,82
646,Kitsilano,Entire home/apt,4,1 bath,2,2,150
647,Mount Pleasant,Entire home/apt,4,1 bath,1,2,150
648,Dunbar Southlands,Entire home/apt,6,2 baths,3,4,300
649,West End,Entire home/apt,3,1 bath,1,1,150
650,Sunset,Entire home/apt,5,1 bath,2,2,196
651,West Point Grey,Entire home/apt,4,1 bath,2,2,185
652,Hastings-Sunrise,Entire home/apt,5,1 bath,2,3,155
653,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,3,3,200
654,Killarney,Private room,1,1.5 shared baths,1,1,68
655,Kitsilano,Entire home/apt,6,2 baths,3,4,350
656,Downtown Eastside,Entire home/apt,6,1.5 baths,3,3,350
657,Downtown Eastside,Entire home/apt,4,1 bath,1,2,98
658,South Cambie,Private room,1,1 shared bath,1,1,125
659,Kitsilano,Entire home/apt,4,1 bath,2,2,250
660,Downtown,Entire home/apt,8,2 baths,2,4,197
661,Kitsilano,Entire home/apt,4,1 bath,1,2,130
662,Downtown,Entire home/apt,4,2 baths,2,2,88
663,Riley Park,Entire home/apt,2,1 bath,1,1,79
664,Renfrew-Collingwood,Private room,1,1 bath,1,1,60
665,Kerrisdale,Entire home/apt,3,1 bath,1,1,95
666,Kitsilano,Entire home/apt,4,2 baths,2,2,140
667,Grandview-Woodland,Entire home/apt,8,3 baths,3,5,300
668,Riley Park,Entire home/apt,5,1.5 baths,2,2,145
669,Fairview,Entire home/apt,4,1 bath,1,2,90
670,Kensington-Cedar Cottage,Private room,2,2 shared baths,1,0,40
671,Downtown,Entire home/apt,4,1 bath,1,3,177
672,Riley Park,Entire home/apt,11,4 baths,5,7,750
673,Kitsilano,Entire home/apt,6,2 baths,3,3,379
674,Downtown,Entire home/apt,2,1 bath,1,1,135
675,Sunset,Entire home/apt,2,1 bath,1,1,95
676,Kensington-Cedar Cottage,Private room,2,2 shared baths,1,1,45
677,Downtown,Private room,2,1 private bath,1,2,144
678,West Point Grey,Entire home/apt,6,1 bath,2,5,168
679,Downtown,Entire home/apt,5,2 baths,2,3,246
680,Downtown,Entire home/apt,4,2 baths,2,3,250
681,Kensington-Cedar Cottage,Entire home/apt,5,1 bath,2,3,150
682,Kitsilano,Entire home/apt,4,1 bath,1,2,89
683,Kitsilano,Private room,3,1 private bath,1,2,249
684,Downtown Eastside,Private room,1,1 private bath,1,1,149
685,Mount Pleasant,Entire home/apt,6,3.5 baths,3,3,250
686,West Point Grey,Entire home/apt,2,1 bath,1,1,82
687,Fairview,Entire home/apt,2,1 bath,1,0,194
688,Downtown,Entire home/apt,2,1 bath,1,1,105
689,Kitsilano,Entire home/apt,4,1 bath,2,2,195
690,Kitsilano,Entire home/apt,4,1 bath,1,2,139
691,Downtown,Private room,1,1 private bath,1,1,60
692,Kitsilano,Entire home/apt,4,1 bath,2,2,189
693,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,90
694,Grandview-Woodland,Entire home/apt,6,2 baths,2,2,125
695,Sunset,Entire home/apt,2,1 bath,1,1,95
696,Downtown,Entire home/apt,3,1 bath,1,2,142
697,Downtown,Entire home/apt,2,1 bath,1,1,120
698,Downtown,Entire home/apt,2,1 bath,1,1,133
699,West End,Entire home/apt,4,1 bath,2,2,279
700,West End,Entire home/apt,2,1 bath,1,0,225
701,Kitsilano,Entire home/apt,2,1 bath,1,1,143
702,Hastings-Sunrise,Entire home/apt,5,2 baths,2,3,186
703,Downtown,Entire home/apt,5,2 baths,2,3,399
704,Downtown Eastside,Entire home/apt,3,1.5 baths,1,1,150
705,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,3,3,375
706,Fairview,Entire home/apt,4,1 bath,2,3,210
707,Grandview-Woodland,Entire home/apt,4,2 baths,1,1,93
708,Downtown,Entire home/apt,2,1 bath,1,1,105
709,Dunbar Southlands,Entire home/apt,6,1 bath,3,4,300
710,Kitsilano,Private room,2,1 shared bath,1,1,99
711,Downtown,Entire home/apt,3,1 bath,1,1,109
712,Hastings-Sunrise,Entire home/apt,4,1 bath,2,3,158
713,Kensington-Cedar Cottage,Entire home/apt,8,2 baths,4,4,249
714,Fairview,Private room,2,1 shared bath,1,1,106
715,Downtown Eastside,Entire home/apt,3,1 bath,1,2,185
716,Mount Pleasant,Entire home/apt,6,2.5 baths,3,4,275
717,Downtown,Entire home/apt,2,1 bath,1,1,119
718,Fairview,Private room,2,1 private bath,1,1,125
719,Kitsilano,Entire home/apt,2,1 bath,1,1,120
720,Riley Park,Entire home/apt,4,1 bath,1,2,129
721,Downtown,Entire home/apt,2,1 bath,1,1,86
722,West End,Shared room,1,1 shared bath,1,0,41
723,Marpole,Entire home/apt,6,1 bath,3,5,175
724,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,110
725,Downtown Eastside,Entire home/apt,2,1 bath,1,1,150
726,Kitsilano,Entire home/apt,6,1 bath,3,3,225
727,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,100
728,Riley Park,Private room,1,1 shared bath,1,1,28
729,Sunset,Entire home/apt,4,1 bath,2,2,101
730,Downtown,Entire home/apt,3,1 bath,2,2,198
731,South Cambie,Entire home/apt,4,1 bath,1,2,150
732,Downtown,Entire home/apt,3,1 bath,2,2,130
733,Marpole,Entire home/apt,4,1 bath,1,2,193
734,Riley Park,Private room,2,1 shared bath,1,0,35
735,Downtown Eastside,Entire home/apt,4,1 bath,2,2,356
736,Mount Pleasant,Entire home/apt,2,1 bath,2,2,85
737,Riley Park,Entire home/apt,6,3 baths,4,3,209
738,West End,Entire home/apt,1,1 bath,1,1,78
739,Downtown,Entire home/apt,4,1 bath,1,1,90
740,West End,Entire home/apt,2,1 bath,1,1,170
741,Marpole,Private room,2,1 private bath,1,1,79
742,Downtown,Entire home/apt,4,2 baths,2,2,125
743,Fairview,Entire home/apt,4,2 baths,2,2,110
744,Downtown,Entire home/apt,4,2 baths,2,2,200
745,Kensington-Cedar Cottage,Private room,2,1.5 baths,1,1,38
746,Downtown,Entire home/apt,5,2 baths,2,2,234
747,Downtown,Entire home/apt,2,1 bath,1,1,140
748,Riley Park,Entire home/apt,6,2 baths,3,4,199
749,Downtown,Entire home/apt,2,1 bath,1,1,200
750,Renfrew-Collingwood,Private room,6,1 shared bath,1,4,36
751,Riley Park,Entire home/apt,4,2 baths,2,3,289
752,Riley Park,Private room,1,1 shared bath,1,1,33
753,Downtown Eastside,Entire home/apt,4,1 bath,1,3,119
754,Renfrew-Collingwood,Entire home/apt,4,1 bath,1,2,84
755,Arbutus Ridge,Entire home/apt,4,1 bath,1,1,135
756,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,115
757,Riley Park,Private room,1,1 shared bath,1,1,37
758,Kitsilano,Entire home/apt,2,1 bath,1,1,48
759,Hastings-Sunrise,Entire home/apt,5,1 bath,2,3,229
760,Grandview-Woodland,Entire home/apt,4,1 bath,1,2,108
761,Sunset,Entire home/apt,4,1 bath,1,1,116
762,Downtown,Entire home/apt,7,2 baths,3,4,210
763,Sunset,Entire home/apt,4,2.5 baths,2,2,200
764,Downtown,Entire home/apt,2,1 bath,1,1,160
765,Arbutus Ridge,Entire home/apt,8,2 baths,4,4,440
766,Riley Park,Entire home/apt,6,1 bath,2,3,130
767,Renfrew-Collingwood,Entire home/apt,1,1 bath,1,1,40
768,Arbutus Ridge,Private room,2,1 shared bath,1,1,88
769,Sunset,Entire home/apt,3,1 bath,2,2,82
770,Riley Park,Entire home/apt,8,1.5 baths,3,4,199
771,Downtown Eastside,Entire home/apt,4,2 baths,2,2,400
772,Dunbar Southlands,Private room,6,1 private bath,2,3,190
773,Shaughnessy,Private room,2,1 shared bath,1,1,55
774,Shaughnessy,Private room,2,1 shared bath,1,1,55
775,Downtown,Private room,2,1 private bath,1,1,80
776,Oakridge,Entire home/apt,9,2 baths,4,5,205
777,Mount Pleasant,Entire home/apt,2,1 bath,1,1,64
778,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,150
779,Kitsilano,Entire home/apt,6,1.5 baths,3,3,900
780,Renfrew-Collingwood,Private room,2,1 shared bath,1,1,49
781,Downtown,Private room,2,1 private bath,1,1,600
782,Kensington-Cedar Cottage,Entire home/apt,6,3 baths,3,3,650
783,Renfrew-Collingwood,Entire home/apt,6,2 baths,2,3,260
784,Downtown,Entire home/apt,2,1 bath,1,1,140
785,Killarney,Entire home/apt,6,2 baths,2,4,78
786,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,2,110
787,Grandview-Woodland,Entire home/apt,4,1 bath,3,3,84
788,Downtown,Entire home/apt,5,2 baths,2,2,198
789,Downtown,Entire home/apt,4,1 bath,1,1,116
790,Downtown Eastside,Entire home/apt,3,2 baths,2,2,350
791,West End,Private room,2,1 shared bath,1,0,79
792,Kitsilano,Private room,2,1 shared bath,1,1,75
793,Fairview,Entire home/apt,7,2 baths,4,4,339
794,Kitsilano,Private room,1,2 shared baths,1,1,97
795,Kitsilano,Entire home/apt,2,2 baths,1,1,650
796,Downtown,Private room,2,1 private bath,1,1,181
797,Downtown,Private room,4,1 shared bath,1,2,150
798,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,3,70
799,Hastings-Sunrise,Entire home/apt,2,1 bath,1,1,89
800,West End,Private room,1,1 shared bath,1,1,66
801,Kitsilano,Entire home/apt,4,2 baths,2,2,165
802,West End,Private room,1,1 shared bath,1,1,70
803,Downtown,Entire home/apt,4,1 bath,2,3,150
804,Downtown,Entire home/apt,6,2 baths,3,3,450
805,Mount Pleasant,Private room,2,1 private bath,1,1,77
806,Mount Pleasant,Entire home/apt,4,1 bath,2,2,150
807,Downtown,Entire home/apt,2,1 bath,1,1,135
808,Grandview-Woodland,Private room,1,1 shared bath,1,1,55
809,Downtown,Entire home/apt,5,2 baths,2,3,350
810,Riley Park,Entire home/apt,4,1 bath,1,1,135
811,Kitsilano,Entire home/apt,2,1 bath,1,1,108
812,Downtown,Entire home/apt,4,2 baths,3,3,154
813,Downtown,Private room,2,1 private bath,1,1,112
814,Mount Pleasant,Entire home/apt,4,1 bath,2,2,200
815,Riley Park,Private room,1,1 shared bath,1,1,35
816,Grandview-Woodland,Entire home/apt,3,1 bath,2,2,115
817,Downtown,Entire home/apt,4,2 baths,2,3,250
818,Kitsilano,Private room,2,1 shared bath,1,1,69
819,West End,Entire home/apt,2,2 baths,2,2,168
820,Downtown,Entire home/apt,4,2 baths,2,2,650
821,Renfrew-Collingwood,Entire home/apt,6,1.5 baths,2,3,299
822,South Cambie,Entire home/apt,4,1 bath,2,2,109
823,West End,Entire home/apt,2,1 bath,1,1,157
824,West End,Entire home/apt,2,1 bath,1,1,120
825,Mount Pleasant,Entire home/apt,4,1 bath,2,3,110
826,Fairview,Entire home/apt,2,1 bath,1,1,133
827,Hastings-Sunrise,Private room,2,1 shared bath,1,1,45
828,Dunbar Southlands,Entire home/apt,2,1 bath,1,2,79
829,Marpole,Entire home/apt,4,1 bath,1,2,140
830,Dunbar Southlands,Entire home/apt,2,1 bath,1,1,200
831,Downtown,Entire home/apt,4,2 baths,2,2,250
832,Dunbar Southlands,Entire home/apt,8,5 baths,5,6,297
833,Kitsilano,Entire home/apt,4,1 bath,2,2,186
834,Kensington-Cedar Cottage,Entire home/apt,6,2 baths,3,3,120
835,Kensington-Cedar Cottage,Entire home/apt,6,1 bath,1,2,125
836,Downtown,Private room,2,1 bath,1,1,90
837,Sunset,Entire home/apt,4,1 bath,2,2,121
838,Downtown,Private room,2,1 private bath,1,1,119
839,Mount Pleasant,Entire home/apt,5,1 bath,2,3,98
840,Grandview-Woodland,Entire home/apt,4,1 bath,2,2,138
841,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,3,292
842,Grandview-Woodland,Entire home/apt,5,3 baths,3,3,245
843,Downtown,Private room,2,1 private bath,1,1,69
844,Downtown,Entire home/apt,2,1 bath,1,1,120
845,Sunset,Private room,3,1 shared bath,1,1,210.71
846,Renfrew-Collingwood,Private room,1,2 shared baths,1,1,54
847,Grandview-Woodland,Entire home/apt,2,1 bath,1,1,96
848,Downtown Eastside,Entire home/apt,2,1 bath,1,1,173.57
849,Downtown Eastside,Entire home/apt,2,1 bath,1,1,149
850,Sunset,Entire home/apt,4,1 bath,2,2,169
851,Kensington-Cedar Cottage,Private room,1,1 shared bath,1,1,26
852,Downtown,Entire home/apt,3,1 bath,1,2,179
853,Kensington-Cedar Cottage,Private room,2,1 shared bath,1,1,45
854,Killarney,Entire home/apt,4,1 bath,1,2,100
855,Downtown,Entire home/apt,2,1 bath,1,1,138
856,Downtown,Private room,1,1 shared bath,1,1,130
857,Downtown Eastside,Entire home/apt,3,1 bath,1,1,150
858,Kensington-Cedar Cottage,Private room,2,1 private bath,1,1,39
859,Downtown,Entire home/apt,3,1 bath,1,2,95
860,Grandview-Woodland,Entire home/apt,4,2 baths,2,2,100
861,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,1,2,129
862,Downtown,Entire home/apt,5,2 baths,2,2,400
863,Downtown Eastside,Entire home/apt,2,1 bath,1,1,125
864,Downtown,Entire home/apt,5,2 baths,2,2,245
865,Kensington-Cedar Cottage,Entire home/apt,3,2 baths,2,2,93
866,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,40
867,Strathcona,Entire home/apt,4,1.5 baths,2,2,136
868,South Cambie,Entire home/apt,2,1 bath,1,1,95
869,Kensington-Cedar Cottage,Entire home/apt,4,1.5 baths,2,2,125
870,Kensington-Cedar Cottage,Entire home/apt,4,1 bath,2,2,176
871,Renfrew-Collingwood,Entire home/apt,2,1 bath,1,1,99
872,Mount Pleasant,Entire home/apt,2,1 bath,1,1,90
873,Mount Pleasant,Entire home/apt,4,1 bath,1,1,99
874,Mount Pleasant,Entire home/apt,2,1 bath,1,1,157
875,Riley Park,Private room,2,1 private bath,1,1,80
876,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,40
877,Renfrew-Collingwood,Private room,1,1 shared bath,1,1,40
